numero_ed;libelle_ed;sigle_ed;discipline_principale;etablissement_support;etablissements_coaccredites;etablissements_associes;disciplines_secondaires;annee_de_creation;annee_d_accreditation;duree_d_accreditation;academie;region;departement;commune;nom_laboratoires;telephone;site_web;adresse_postale;email;coordonnees_geographiques;toutes_disciplines;tous_etablissements;code_etablissement_support;code_commune;code_unite_urbaine;code_departement;code_academie;code_region;code_etablissements_associes;prenom_responsable_ed;nom_responsable_ed;code_etablissements_coaccredites;civilite;unite_urbaine_ou_commune_rurale;code_toutes_disc;code_disc_pr;code_disc_sec;id_tous_etablissements;code_tous_etablissements;id_etablissement_support;id_etablissements_coaccredites;id_etablissements_associes;identifiant_laboratoires;id_ed;;coordonnees_geographiques;;;latitude;long;;coordonnees_geographiques;
619;êcole doctorale Sciences Fondamentales et SantÇ;SFS;Biologie, mÇdecine et santÇ;UniversitÇ de Reims Champagne-Ardenne;;;;2018;2018;5;Reims;Grand Est;Marne;Reims;"Pathologies Pulmonaires et Plasticite Cellulaire;CARDIOVIR;Laboratoire de Recherche en Nanosciences;Biomateriaux et Inflammation en site Osseux;SFR Champagne-Ardenne / Picardie SANTE;Performance, Sante, Metrologie, Societe";;https://www.adum.fr/as/ed/page.pl?site=edsfs;Pìle SantÇ BÉtiment A - 2äme Çtage bureau A2050,, 51 rue Cognacq Jay, 51100 REIMS;ed.sfs@univ-reims.fr;49.229786, 4.014803;Biologie, mÇdecine et santÇ;UniversitÇ de Reims Champagne-Ardenne;0511296G;51454;UU51701;D051;A19;R44;;Hamid;Morjani;;Monsieur;Reims;5;5;;57OsX;0511296G;57OsX;;;"200816533R;201220201K;201220208T;201220348V;201221324F;201822664L";JiZVW;;49.229786, 4.014803;;;;;;49.229786; 4.014803
623;êcole doctorale Savoir, Sciences, êducation;SSE;Sciences de la sociÇtÇ;UniversitÇ de Paris;;;;2019;2019;5;Paris;◊le-de-France;Paris;Paris  6e;"CERMES 3 CENTRE DE RECHERCHE MEDECINE, SCIENCES, SANTE, SANTE MENTALE, SOCIETE;Laboratoire de didactique Andre Revuz";;http://ed400.ed.univ-paris-diderot.fr/;UniversitÇ Paris Diderot Paris 7  site Les Grands Moulins , ED Savoirs Scientifiques Case 7078, 75006 PARIS;ed623.sse@u-paris.fr;48.85635, 2.331395;Sciences de la sociÇtÇ;UniversitÇ de Paris;0755976N;75106;UU00851;D075;A01;R11;;"Fabrice;Soraya";"Vandebrouck;Boudia";;Madame;Paris;7;7;;5cZyU;0755976N;5cZyU;;;"200217606H;200919200K";98lMD;;48.85635, 2.331395;;;;;;48.85635; 2.331395
626;êcole doctorale de l?Institut Polytechnique de Paris;;MathÇmatiques et leurs interactions;Institut polytechnique de Paris;êcole des hautes Çtudes commerciales de Paris;;"Chimie;Biologie, mÇdecine et santÇ;Sciences humaines et humanitÇs;Sciences de la sociÇtÇ;Sciences et technologies de l'information et de la communication;Sciences agronomiques et Çcologiques;Physique;Sciences de la terre et de l'univers, espace";2019;2019;6;Versailles;◊le-de-France;Essonne;Palaiseau;"Laboratoire d'Optique Appliquee;Laboratoire de physique de la matiere condensee;Centre de physique theorique;Laboratoire Traitement et Communication de l'Information;Unite Chimie et Procedes;Unite d'Informatique et d'Ingenierie des Systemes;Synthese Organique et Reactivite;Genie des Procedes;Laboratoire de physique des plasmas;Unite d'Economie Appliquee;Equipe Systemes Autonomes et Robotique;Equipe Semantique des Systemes Hybrides;;Centre de Recherche en Economie et Stastistique - CREST";;;91128 PALAISEAU CEDEX;;48.717861, 2.240142;"MathÇmatiques et leurs interactions;Chimie;Biologie, mÇdecine et santÇ;Sciences humaines et humanitÇs;Sciences de la sociÇtÇ;Sciences et technologies de l'information et de la communication;Sciences agronomiques et Çcologiques;Physique;Sciences de la terre et de l'univers, espace";"Institut polytechnique de Paris;êcole des hautes Çtudes commerciales de Paris";0912403T;91477;UU00851;D091;A25;R11;;Adriana;Tapus;0783054W;Madame;Paris;"1;4;5;6;7;9;10;2;3";1;"4;5;6;7;9;10;2;3";"kYR50;2rXuC";"0912403T;0783054W";kYR50;2rXuC;;"199719338M;199719341R;199719343T;200319327Z;200920618B;200920620D;200923251N;200923252P;201019049S;201022602D;201223139D;201223141F;201424003J;201521695W";DL5fO;;48.717861, 2.240142;;;;;;48.717861; 2.240142
628;êcole doctorale Arts HumanitÇs et Sciences sociales;AHSS;Sciences humaines et humanitÇs;CY Cergy Paris UniversitÇ;;;;2020;2020;5;Versailles;◊le-de-France;Val-d'Oise;Cergy;"AGORA - EA7392;MRTE MobilitÇs, rÇseaux, territoires et environnements;LT2D Lexiques, Textes, Discours, Dictionnaires;HÇritages : Patrimoine(s), Culture(s), CrÇation(s)";0134257226;;UniversitÇ de Cergy-Pontoise - Site des Chànes - Jardin Tropical, 33 Boulevard du Port, 95011 CERGY PONTOISE CEDEX;edahss@ml.u-cergy.fr;49.039372, 2.076365;Sciences humaines et humanitÇs;CY Cergy Paris UniversitÇ;0952259P;95127;UU00851;D095;A25;R11;;Franáois;Pernot;;Monsieur;Paris;6;6;;RS4WF;0952259P;RS4WF;;;"201421657J;200615357W;201822859Y;202123697W";vwwRK;;49.039372, 2.076365;;;;;;49.039372; 2.076365
632;êcole doctorale Science de l?ingÇnierie et des systämes;ENGSYS;Sciences pour l'ingÇnieur;UniversitÇ de Lille;"Centrale Lille Institut (CLI);Institut Mines-TÇlÇcom (IMT);UniversitÇ Gustave Eiffel";;Sciences et technologies de l'information et de la communication;2021;2021;5;Lille;Hauts-de-France;Nord;Villeneuve-d'Ascq;"IEMN - Institut d'Electronique et de MicroÇlectronique et de Nanotechnologie - UMR 8520;UML - UnitÇ de MÇcanique de Lille;LMFL - Laboratoire de MÇcanique des Fluides de Lille - KampÇ de FÇriet - UMR 9014;LaMCube - Laboratoire de MÇcanique multiphysique et multiÇchelle - UMR 9013;L2EP - Laboratoire d'Electrotechnique et d?Çlectronique de puissance de Lille - EA 2697;LGCgE - Laboratoire GÇnie Civil et gÇo-Environnement ? EA 4515;GEMTEX - Laboratoire de GÇnie des MatÇriaux Textiles - EA 2461;COSYS-LEOST;CERI EE - Centre d'Enseignement de Recherche et d'Innovation Energie Environnement;";03 20 43 65 19;https://edengsys.univ-lille.fr/;EcoleˇDoctoraleˇENGSYS 632, CitÇ Scientifique -ˇBÉt. P3 (bureaux 104-106), F 59655 Villeneuve d'Ascq cedex;sec-edengsys@univ-lille.fr;50.60815287025452, 3.140720763768654;"Sciences pour l'ingÇnieur;Sciences et technologies de l'information et de la communication";"UniversitÇ de Lille;Centrale Lille Institut (CLI);Institut Mines-TÇlÇcom (IMT);UniversitÇ Gustave Eiffel";0597239Y;59009;UU59702;D059;A09;R32;;Henry;Happy;"0590349J;0755661W;0772894C";Monsieur;Lille;"8;9";8;9;"U8a0v;54VTe;6Th4v;3Z5e6";"0597239Y;0597139P;0912424R;0772894C";U8a0v;"54VTe;6Th4v;3Z5e6";;"199812849E;201822826M;201822739T;201822740U;199814201Z;201019043K;199221872N;201320680B201923318T";1jT2e;;50.60815287025452, 3.140720763768654;;;;;;50.60815287025452; 3.140720763768654
6;êcole doctorale Droit privÇ;;Sciences de la sociÇtÇ;UniversitÇ PanthÇon-Assas;;;;1992;2019;5;Paris;◊le-de-France;Paris;Paris  5e;"INSTITUT DE RECHERCHE EN PROPRIETE INTELLECTUELLE HENRI DES BOIS;INSTITUT DE CRIMINOLOGIE ET DE DROIT PENAL DE PARIS;INSTITUT DE RECHERCHE EN DROIT DES AFFAIRES;LABORATOIRE DE DROIT SOCIAL;LABORATOIRE DE DROIT CIVIL;CENTRE D'ETUDE SUR LA FISCALITE DES ENTREPRISES DE PARIS;CENTRE D'ETUDES JURIDIQUES ET ECONOMIQUES DU MULTIMEDIA";;https://ed6-droit-prive.u-paris2.fr/fr;UniversitÇ PARIS 2, Ecole doctorale de Droit privÇ, 12 Place du PanthÇon, 75231 PARIS CEDEX 05;ecole-droit-prive.ed6@u-paris2.fr;48.8468, 2.34488;Sciences de la sociÇtÇ;UniversitÇ PanthÇon-Assas;0751718K;75105;UU00851;D075;A01;R11;;Thierry;Bonneau;;Monsieur;Paris;7;7;;TWBzp;0751718K;TWBzp;;;"199213027Z;199213028A;199914362V;200114659J;200114661L;200515268D;200918479B";UMnW1;;48.8468, 2.34488;;;;;;48.8468; 2.34488
7;êcole doctorale Georges Vedel - Droit public interne, science administrative et science politique;;Sciences de la sociÇtÇ;UniversitÇ PanthÇon-Assas;;;;1992;2019;5;Paris;◊le-de-France;Paris;Paris  5e;"CENTRE D'ETUDES CONSTITUTIONNELLES ET POLITIQUES;CENTRE DE RECHERCHES EN DROIT ADMINISTRATIF;CENTRE D'ANALYSE ET DE RECHERCHE INTERDISCIPLINAIRE SUR LES MEDIAS;Centre d'Etudes et de Recherches de Sciences Administratives et Politiques;CENTRE DE DROIT PUBLIC COMPARE";01 44 41 47 20;https://www.u-paris2.fr/fr/recherche/ecoles-doctorales/ecole-doctorale-georges-vedel-droit-public-interne-et-compare-science;UniversitÇ Paris 2,   Ecole doctorale Georges VEDEL, 12 Place du PanthÇon, 75231 PARIS CEDEX 05;;48.8468, 2.34488;Sciences de la sociÇtÇ;UniversitÇ PanthÇon-Assas;0751718K;75105;UU00851;D075;A01;R11;;Guillaume;Drago;;Monsieur;Paris;7;7;;TWBzp;0751718K;TWBzp;;;"199213029B;199213469E;199713846T;200112493E;201420803F";Dw881;;48.8468, 2.34488;;;;;;48.8468; 2.34488
20;êcole doctorale Civilisations, cultures, littÇratures et sociÇtÇs;;Sciences humaines et humanitÇs;Sorbonne UniversitÇ;;;;1992;2019;5;Paris;◊le-de-France;Paris;Paris  6e;"Equipe Litterature et Culture italiennes;Centre de recherches interdisciplinaires sur les mondes iberiques contemporains;Sorbonne-Identites, relations internationales et civilisations de l'Europe;Representations et Identites. Espaces Germanique, Nordique et Neerlandophone;LINGUISTIQUE ET LEXICOGRAPHIE LATINES ET ROMANES;Civilisations et litteratures d'Espagne et d'Amerique du Moyen-Age aux Lumieres;VOIX ANGLOPHONES : LITTERATURE ET ESTHETIQUE;HISTOIRE ET DYNAMIQUE DES ESPACES ANGLOPHONES: DU REEL AU VIRTUEL";;http://lettres.sorbonne-universite.fr/Presentation,3240?var_mode=calcul;Universite Paris IV Sorbonne, 28, rue Serpente, 75006 PARIS;secretariat.ecole-doctorale-4@paris-sorbonne.fr;48.851304, 2.340246;Sciences humaines et humanitÇs;Sorbonne UniversitÇ;0755890V;75106;UU00851;D075;A01;R11;;FrÇdÇrique;Dubard De Gaillarbois;;Madame;Paris;6;6;;bxPQe;0755890V;bxPQe;;;"199213481T;199814088B;200212794C;200214831S;200615326M;200615328P;200615330S;200615331T";agjNi;;48.851304, 2.340246;;;;;;48.851304; 2.340246
39;êcole doctorale MathÇmatiques et Informatique;EDMIB;MathÇmatiques et leurs interactions;UniversitÇ de Bordeaux;;Bordeaux INP;Sciences et technologies de l'information et de la communication;1991;2016;5;Bordeaux;Nouvelle-Aquitaine;Gironde;Talence;"Laboratoire Bordelais de Recherche en Informatique;Institut Elie Cartan de Lorraine;Institut de mathematiques de Bordeaux;ESTIA-Recherche";;https://ed-mi.u-bordeaux.fr/L-Ecole-doctorale/;UniversitÇ de Bordeaux - LaBRI - BÉt A30   - 1er Çtage - Bureau 164, 351 cours de la LibÇration, 33405 TALENCE;edmi@u-bordeaux.fr;44.8371, -0.578024;"MathÇmatiques et leurs interactions;Sciences et technologies de l'information et de la communication";"UniversitÇ de Bordeaux;Bordeaux INP";0333298F;33522;UU33701;D033;A04;R75;0333232J;Andreas;Hartmann;;Monsieur;Bordeaux;"1;9";1;9;"90I54;S88MV";"0333298F;0333232J";90I54;;S88MV;"199511665F;199712570F;200711916B;201420655V";TBj2X;;44.8371, -0.578024;;;;;;44.8371; -0.578024
40;êcole doctorale Sciences chimiques;EDSC;Chimie;UniversitÇ de Bordeaux;;Bordeaux INP;;1991;2016;5;Bordeaux;Nouvelle-Aquitaine;Gironde;Talence;"LABORATOIRE DE CHIMIE DES POLYMERES ORGANIQUES;LABORATOIRE DES COMPOSITES THERMOSTRUCTURAUX;Environnements et paleoenvironnements oceaniques et continentaux;LABORATOIRE D'INTEGRATION DU MATERIAU AU SYSTEME;INSTITUT DE CHIMIE ET DE BIOLOGIE DES MEMBRANES ET DES NANOOBJETS;INSTITUT DES SCIENCES MOLECULAIRES;LABORATOIRE DU FUTUR";;https://ed-chimie.u-bordeaux.fr/;UniversitÇ de Bordeaux - BÉt A10, 351 cours de la LibÇration, 33405 TALENCE;secretariat-edsc@u-bordeaux.fr;44.8371, -0.578024;Chimie;"UniversitÇ de Bordeaux;Bordeaux INP";0333298F;33522;UU33701;D033;A04;R75;0333232J;Thierry;Toupance;;Monsieur;Bordeaux;4;4;;"90I54;S88MV";"0333298F;0333232J";90I54;;S88MV;"198612058X;199512081H;199512085M;200711887V;200711913Y;200711920F;200711923J";wde3D;;44.8371, -0.578024;;;;;;44.8371; -0.578024
42;êcole doctorale Entreprise, Çconomie, sociÇtÇ;EES;Sciences de la sociÇtÇ;UniversitÇ de Bordeaux;;;;1991;2016;5;Bordeaux;Nouvelle-Aquitaine;Gironde;Bordeaux;"CENTRE DE DROIT COMPARE DU TRAVAIL ET DE LA SECURITE SOCIALE;LABORATOIRE D'ANALYSE ET DE RECHERCHE EN ECONOMIE ET FINANCE INTERNATIONALES;INSTITUT DE RECHERCHE EN GESTION DES ORGANISATIONS;ESTIA-Recherche";;https://ed-ees.u-bordeaux.fr/;UniversitÇ de Bordeaux   BÉt A - Rez de jardin, Avenue LÇon Duguit, 33608 PESSAC;ed-ecoges@u-bordeaux.fr;44.8371, -0.578024;Sciences de la sociÇtÇ;UniversitÇ de Bordeaux;0333298F;33063;UU33701;D033;A04;R75;;Joanne;Hamet;;Madame;Bordeaux;7;7;;90I54;0333298F;90I54;;;"199911799J;199914274Z;200715430W;201420655V";uO01d;;44.8371, -0.578024;;;;;;44.8371; -0.578024
62;êcole doctorale Sciences de la vie et de la santÇ;;Biologie, mÇdecine et santÇ;Aix-Marseille UniversitÇ;;;;1992;2018;5;Aix-Marseille;Provence-Alpes-Cìte d'Azur;Bouches-du-Rhìne;Marseille  9e;"Architecture et Reactivite de l'ARN (UPR 9002);LABORATOIRE D'IMAGERIE INTERVENTIONNELLE EXPERIMENTALE;Dysoxie, suractivite: aspects cellulaires et integratifs therapeutiques;Centre de resonance magnetique biologique et medicale;Centre de recherche en neurobiologie - neurophysiologie de Marseille;Laboratoire de Neurosciences Sensorielles et Cognitives;Laboratoire de neurosciences cognitives;Bioenergetique et ingenierie des proteines;Laboratoire d'enzymologie interfaciale et de physiologie de la lipolyse;LABORATOIRE D'ANALYSE, TOPOLOGIE, PROBABILITES;Institut de Biologie du Developpement de Marseille;Laboratoire de psychologie cognitive;Institut des Sciences Moleculaires de Marseille;PHYSIOLOGIE ET PHYSIO-PATHOLOGIE DU SYSTEME NERVEUX SOMATO-MOTEUR ET NEUROVEGETATIF;Institut de Neurosciences de la Timone;Anthropologie bio-culturelle, Droit, Ethique et Sante;Laboratoire de chimie bacterienne;Laboratoire d'ingenierie des systemes macromoleculaires;Information genomique et structurale";;http://www.adum.fr/as/ed/actu.pl?site=svs;Aix- Marseille UniversitÇ  FacultÇ des Sciences de Luminy  Case 901, 163, avenue de Luminy, 13288 MARSEILLE CEDEX 09;edsvs-direction@univ-amu.fr;43.2936, 5.35871;Biologie, mÇdecine et santÇ;Aix-Marseille UniversitÇ;0134009M;13209;UU00759;D013;A02;R93;;Jean-Louis;Mege;;Monsieur;Marseille-Aix-en-Provence;5;5;;xJdyB;0134009M;xJdyB;;;"199317388K;200815501U;200817434V;201220246J;201220261A;201220267G;201220268H;201220269J;201220270K;201220271L;201220316K;201220328Y;201220334E;201220344R;201220346T;201220350X;201220357E;201220358F;201220435P";vZzE7;;43.2936, 5.35871;;;;;;43.2936; 5.35871
71;êcole doctorale Sciences pour l'ingÇnieur;;Sciences pour l'ingÇnieur;UniversitÇ de technologie de Compiägne;;;"MathÇmatiques et leurs interactions;Biologie, mÇdecine et santÇ;Sciences de la sociÇtÇ;Sciences et technologies de l'information et de la communication";1992;2018;7;Amiens;Hauts-de-France;Oise;Compiägne;"LABORATOIRE D'ELECTROMECANIQUE DE COMPIEGNE;LABORATOIRE DE MATHEMATIQUES APPLIQUEES DE COMPIEGNE;CONNAISSANCE ORGANISATION ET SYSTEMES TECHNIQUES;TRANSFORMATIONS INTEGREES DE LA MATIERE RENOUVELABLE;Heuristique et diagnostic des systemes complexes;Biomecanique et bioingenierie;Modelisation multi-echelle des systemes urbains";;https://www.utc.fr/formations/ecole-doctorale-sciences-pour-lingenieur.html;UTC  Ecole doctorale Centre de Recherches Royallieu     CS 60319, 60203 COMPIEGNE CEDEX;ecole.doctorale@utc.fr;49.4155, 2.81944;"Sciences pour l'ingÇnieur;MathÇmatiques et leurs interactions;Biologie, mÇdecine et santÇ;Sciences de la sociÇtÇ;Sciences et technologies de l'information et de la communication";UniversitÇ de technologie de Compiägne;0601223D;60159;UU60502;D060;A20;R32;;Christine;Prelle;;Madame;Compiägne;"8;1;5;7;9";8;"1;5;7;9";H3nOd;0601223D;H3nOd;;;"199213303Z;199613802Z;199613803A;200815533D;201220263C;201220264D;201222031Z";H6UYp;;49.4155, 2.81944;;;;;;49.4155; 2.81944
74;êcole doctorale Sciences juridiques, politique et de gestion;SJPG;Sciences de la sociÇtÇ;UniversitÇ de Lille;;;;1992;2020;1;Lille;Hauts-de-France;Nord;Lille;"INSTITUT DU DEVELOPPEMENT ET DE LA PROSPECTIVE;CDEP - CENTRE DROIT ETHIQUE ET PROCEDURES;Centre d'histoire judiciaire;Centre d'Etudes et de Recherches Administratives, Politiques et Sociales;LABORATOIRE DE RECHERCHE JURIDIQUE;Lille 2 - SKEMA Management Research Center;CENTRE DROITS ET PERSPECTIVES DU DROIT;CENTRE DE RECHERCHE INTERDISCIPLINAIRE EN SCIENCES DE LA SOCIETE";0320907555;http://edoctorale74.univ-lille.fr;Ecole Doctorale n¯74, 1 Place dÇliot, 59024 LILLE CEDEX;ecodoc@univ-lille.fr;50.6314, 3.07497;Sciences de la sociÇtÇ;UniversitÇ de Lille;0597065J;59350;UU59702;D059;A09;R32;;Johanne;Saison;;Madame;Lille;7;7;;Szqy5;0597065J;Szqy5;;;"199213432P;199814002H;200212698Y;200212699Z;200214877S;200615356V;201019100X;202023555W";3A2RY;;50.6314, 3.07497;;;;;;50.6314; 3.07497
112;êcole doctorale ArchÇologie;;Sciences humaines et humanitÇs;UniversitÇ Paris 1 - PanthÇon Sorbonne;;UniversitÇ Paris sciences et lettres;;1992;2019;5;Paris;◊le-de-France;Paris;Paris  6e;"Archeologie et philologie d'Orient et d'Occident;Laboratoire de Medievistique Occidentale de Paris;Archeologies et Sciences de l'Antiquite;Archeologie des Ameriques;Orient et Mediterranee, textes - archeologie - histoire;HISTOIRE CULTURELLE ET SOCIALE DE L'ART;Trajectoires. De la sedentarisation a l'Etat (VIIe - Ier millenaire av. J.-C.)";;http://www.univ-paris1.fr/ecoles-doctorales/ed-archeologie/;3 rue Michelet, 75006 PARIS;"dired112@univ-paris1.fr;seced112@univ-paris1.fr";48.8468, 2.34488;Sciences humaines et humanitÇs;"UniversitÇ Paris 1 - PanthÇon Sorbonne;UniversitÇ Paris sciences et lettres";0751717J;75106;UU00851;D075;A01;R11;0756036D;Pascal;Butterlin;;Monsieur;Paris;6;6;;"6G2TU;PpsCQ";"0751717J;0756036D";6G2TU;;PpsCQ;"199812874G;199812917D;199912442H;200012755U;200612819M;200614215E;201220425D";EvU7R;;48.8468, 2.34488;;;;;;48.8468; 2.34488
113;êcole doctorale Histoire;;Sciences humaines et humanitÇs;UniversitÇ Paris 1 - PanthÇon Sorbonne;;;;1992;2019;5;Paris;◊le-de-France;Paris;Paris  5e;"Institutions et Dynamiques Historiques de l'Economie et de la Societe;Laboratoire de Medievistique Occidentale de Paris;Archeologies et Sciences de l'Antiquite;Institut d'histoire moderne et contemporaine;Centre d'histoire sociale du XXeme siecle;Sorbonne-Identites, relations internationales et civilisations de l'Europe;CENTRE D'HISTOIRE  DU XIXE SIECLE;Orient et Mediterranee, textes - archeologie - histoire;Mondes Americains;Anthropologie et Histoire des Mondes Antiques";;http://www.univ-paris1.fr/ecoles-doctorales/ed-histoire/;UFR D'HISTOIRE, 17 rue de la Sorbonne, 75005 PARIS;ecole.doctorale113@univ-paris1.fr;48.8468, 2.34488;Sciences humaines et humanitÇs;UniversitÇ Paris 1 - PanthÇon Sorbonne;0751717J;75105;UU00851;D075;A01;R11;;Sylvie;MÇtivier;;Monsieur;Paris;6;6;;6G2TU;0751717J;6G2TU;;;"199812861T;199812917D;199912442H;200012730S;200212725C;200212794C;200214825K;200612819M;200612820N;201019112K";G5wHs;;48.8468, 2.34488;;;;;;48.8468; 2.34488
159;êcole doctorale EsthÇtique, sciences et technologies des arts;EDESTA;Sciences humaines et humanitÇs;UniversitÇ Paris 8 - Vincennes - Saint-Denis;;;;1992;2020;5;CrÇteil;◊le-de-France;Seine-Saint-Denis;Saint-Denis;"ESTHETIQUE, MUSICOLOGIE, DANSE ET CREATIONS MUSICALES;SCENES DU MONDE, CREATION, SAVOIRS CRITIQUES;ESTHETIQUE, SCIENCES ET TECHNOLOGIES DU CINEMA ET DE L'AUDIOVISUEL;ARTS DES IMAGES ET ART CONTEMPORAIN";;http://www.edesta.univ-paris8.fr;UniversitÇ Paris 8  ED EsthÇtique, sciences et technologies   des Arts  BÉtiment D Bureau 219, 2 rue de la LibertÇ, 93526 SAINT-DENIS CEDEX;edesta@univ-paris8.fr;48.946, 2.36213;Sciences humaines et humanitÇs;UniversitÇ Paris 8 - Vincennes - Saint-Denis;0931827F;93066;UU00851;D093;A24;R11;;Paul;Louis Rinuy;;Monsieur;Paris;6;6;;Uxr7Z;0931827F;Uxr7Z;;;"199213505U;199213506V;199713854B;200515265A";zj1Vj;;48.946, 2.36213;;;;;;48.946; 2.36213
178;êcole doctorale Sciences fondamentales;;Chimie;UniversitÇ Clermont Auvergne;;Clermont Auvergne INP;;1994;2017;4;Clermont-Ferrand;Auvergne-Rhìne-Alpes;Puy-de-Dìme;Aubiäre;"LABORATOIRE DE PHYSIQUE DE CLERMONT;LABORATOIRE DE MATHEMATIQUES BLAISE PASCAL;LABORATOIRE DE METEOROLOGIE PHYSIQUE;LABORATOIRE MAGMAS ET VOLCANS;Laboratoire Arc Electrique et Plasmas Thermiques (EA 4646);INSTITUT DE CHIMIE DE CLERMONT-FERRAND";;http://edsf.univ-bpclermont.fr/;Campus Universitaire des CÇzeaux, 8 Avenue Blaise Pascal, CS 60026, 63178 AUBI‘RE CEDEX;edsf.drv@uca.fr;45.770548, 3.087722;Chimie;"UniversitÇ Clermont Auvergne;Clermont Auvergne INP";0632035V;63014;UU63701;D063;A06;R84;0632033T;Patrice;Malfreyt;;Monsieur;Clermont-Ferrand;4;4;;"K4lR3;S8ntZ";"0632035V;0632033T";K4lR3;;S8ntZ;"197412323M;199112391M;200012116Z;200817617U;201220064L;201220211W";1AiR7;;45.770548, 3.087722;;;;;;45.770548; 3.087722
188;êcole doctorale Histoire moderne et contemporaine;;Sciences humaines et humanitÇs;Sorbonne UniversitÇ;UniversitÇ Paris sciences et lettres;;;1994;2019;5;Paris;◊le-de-France;Paris;Paris  6e;"Centre Roland Mousnier;Sorbonne-Identites, relations internationales et civilisations de l'Europe;CENTRE D'HISTOIRE  DU XIXE SIECLE;Europe orientale, balkanique et mediane";;http://lettres.sorbonne-universite.fr;Sorbonne UniversitÇ  FacultÇ des Lettres  Maison de la Recherche, 28 rue Serpente, 75006 PARIS;secretariat.ecole-doctorale-2@paris-sorbonne.fr;48.852452, 2.341492;Sciences humaines et humanitÇs;"Sorbonne UniversitÇ;UniversitÇ Paris sciences et lettres";0755890V;75106;UU00851;D075;A01;R11;;Reynald;Abad;0756036D;Monsieur;Paris;6;6;;"bxPQe;PpsCQ";"0755890V;0756036D";bxPQe;PpsCQ;;"199812924L;200212794C;200214825K;201420766R";RSZ7F;;48.852452, 2.341492;;;;;;48.852452; 2.341492
211;êcole doctorale Sciences exactes et leurs applications;ED SEA;Chimie;UniversitÇ de Pau et des Pays de l'Adour;;êcole nationale supÇrieure des mines d'Aläs;"MathÇmatiques et leurs interactions;Physique;Sciences de la terre et de l'univers, espace;Biologie, mÇdecine et santÇ;Sciences pour l'ingÇnieur;Sciences et technologies de l'information et de la communication;Sciences agronomiques et Çcologiques";1995;2016;5;Bordeaux;Nouvelle-Aquitaine;PyrÇnÇes-Atlantiques;Pau;"LABORATOIRE DE THERMIQUE, ENERGETIQUE ET PROCEDES;LABORATOIRE D'INFORMATIQUE DE L'UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR;Nutrition, Metabolisme, Aquaculture;LABORATOIRE DES FLUIDES COMPLEXES ET LEURS RESERVOIRS;Ecologie Comportementale et Biologie des Populations de Poissons;Laboratoire de mathematiques et de leurs applications - Pau;Institut Pluridisciplinaire de recherche appliquee en genie petrolier;INSTITUT DES SCIENCES ANALYTIQUES ET DE PHYSICO-CHIMIE POUR L'ENVIRONNEMENT ET LES MATERIAUX;LABORATOIRE DES SCIENCES DE L'INGENIEUR APPLIQUEES A LA MECANIQUE ET GENIE ELECTRIQUE;FEDERATION DE RECHERCHES MILIEUX ET RESSOURCES AQUATIQUES";;http://ed-sea.univ-pau.fr/live/;UFR Sciences & Techniques  BÉt. B, 3  Avenue de l'UniversitÇ, BP 1155, 64013 PAU CEDEX;edsciences@univ-pau.fr;43.3113, -0.363823;"Chimie;MathÇmatiques et leurs interactions;Physique;Sciences de la terre et de l'univers, espace;Biologie, mÇdecine et santÇ;Sciences pour l'ingÇnieur;Sciences et technologies de l'information et de la communication;Sciences agronomiques et Çcologiques";"UniversitÇ de Pau et des Pays de l'Adour;êcole nationale supÇrieure des mines d'Aläs";0640251A;64445;UU64701;D064;A04;R75;0300063F;Sophie;Mercier;;Madame;Pau;"4;1;2;3;5;8;9;10";4;"1;2;3;5;8;9;10";"Mz286;6Th4v";"0640251A;0300063F";Mz286;;6Th4v;"199513639B;199914205Z;199917825J;200311828Y;200317495H;200511822H;200710692W;200711919E;201119411F;201119530K";1G1iC;;43.3113, -0.363823;;;;;;43.3113; -0.363823
